Municipio;Mes;Produto;Preco_Distribuicao
CAMPINAS;2025-09;DIESEL S10;5,3469
CAMPINAS;2025-10;DIESEL S10;5,3556
CAMPINAS;2025-11;DIESEL S10;5,3816
CAMPINAS;2025-12;DIESEL S10;5,3841
CARAGUATATUBA;2025-01;ETANOL;3,6292
CARAGUATATUBA;2025-02;ETANOL;3,7969
CARAGUATATUBA;2025-03;ETANOL;3,6426
CARAGUATATUBA;2025-04;ETANOL;3,5579
CARAGUATATUBA;2025-05;ETANOL;3,4802
CARAGUATATUBA;2025-06;ETANOL;3,3547
CARAGUATATUBA;2025-07;ETANOL;3,3461
CARAGUATATUBA;2025-08;ETANOL;3,4542
CARAGUATATUBA;2025-09;ETANOL;3,5869
CARAGUATATUBA;2025-10;ETANOL;3,5601
CARAGUATATUBA;2025-11;ETANOL;3,6574
CARAGUATATUBA;2025-12;ETANOL;3,7913
CARAGUATATUBA;2025-01;GASOLINA;5,3772
CARAGUATATUBA;2025-02;GASOLINA;5,473
CARAGUATATUBA;2025-03;GASOLINA;5,4172
CARAGUATATUBA;2025-04;GASOLINA;5,4032
CARAGUATATUBA;2025-05;GASOLINA;5,3749
CARAGUATATUBA;2025-06;GASOLINA;5,2957
CARAGUATATUBA;2025-07;GASOLINA;5,2819
CARAGUATATUBA;2025-08;GASOLINA;5,2882
CARAGUATATUBA;2025-09;GASOLINA;5,2764
CARAGUATATUBA;2025-10;GASOLINA;5,3019
CARAGUATATUBA;2025-11;GASOLINA;5,294
CARAGUATATUBA;2025-12;GASOLINA;5,3234
CARAGUATATUBA;2025-01;DIESEL S10;5,5857
CARAGUATATUBA;2025-02;DIESEL S10;5,8331
CARAGUATATUBA;2025-03;DIESEL S10;5,751
CARAGUATATUBA;2025-04;DIESEL S10;5,5108
CARAGUATATUBA;2025-05;DIESEL S10;5,2104
CARAGUATATUBA;2025-06;DIESEL S10;5,3332
CARAGUATATUBA;2025-07;DIESEL S10;5,3918
CARAGUATATUBA;2025-08;DIESEL S10;5,469
CARAGUATATUBA;2025-09;DIESEL S10;5,3958
CARAGUATATUBA;2025-10;DIESEL S10;5,4327
CARAGUATATUBA;2025-11;DIESEL S10;5,4858
CARAGUATATUBA;2025-12;DIESEL S10;5,4808
CARAPICUIBA;2025-01;ETANOL;3,5648
CARAPICUIBA;2025-02;ETANOL;3,6879
CARAPICUIBA;2025-03;ETANOL;3,6292
CARAPICUIBA;2025-04;ETANOL;3,5366
CARAPICUIBA;2025-05;ETANOL;3,5163
CARAPICUIBA;2025-06;ETANOL;3,3734
CARAPICUIBA;2025-07;ETANOL;3,3816
CARAPICUIBA;2025-08;ETANOL;3,4531
CARAPICUIBA;2025-09;ETANOL;3,5705
CARAPICUIBA;2025-10;ETANOL;3,5406
CARAPICUIBA;2025-11;ETANOL;3,6333
CARAPICUIBA;2025-12;ETANOL;3,7525
CARAPICUIBA;2025-01;GASOLINA;5,3882
CARAPICUIBA;2025-02;GASOLINA;5,5115
CARAPICUIBA;2025-03;GASOLINA;5,499
CARAPICUIBA;2025-04;GASOLINA;5,4695
CARAPICUIBA;2025-05;GASOLINA;5,4502
CARAPICUIBA;2025-06;GASOLINA;5,3451
CARAPICUIBA;2025-07;GASOLINA;5,3079
CARAPICUIBA;2025-08;GASOLINA;5,2994
CARAPICUIBA;2025-09;GASOLINA;5,3582
CARAPICUIBA;2025-10;GASOLINA;5,2863
CARAPICUIBA;2025-11;GASOLINA;5,2732
CARAPICUIBA;2025-12;GASOLINA;5,3248
CARAPICUIBA;2025-01;DIESEL S10;5,6302
CARAPICUIBA;2025-02;DIESEL S10;5,8489
CARAPICUIBA;2025-03;DIESEL S10;5,7445
CARAPICUIBA;2025-04;DIESEL S10;5,5166
CARAPICUIBA;2025-05;DIESEL S10;5,3091
CARAPICUIBA;2025-06;DIESEL S10;5,3587
CARAPICUIBA;2025-07;DIESEL S10;5,3923
CARAPICUIBA;2025-08;DIESEL S10;5,4718
CARAPICUIBA;2025-09;DIESEL S10;5,3979
CARAPICUIBA;2025-10;DIESEL S10;5,4221
CARAPICUIBA;2025-11;DIESEL S10;5,4607
CARAPICUIBA;2025-12;DIESEL S10;5,4727
CATANDUVA;2025-01;ETANOL;3,3811
CATANDUVA;2025-02;ETANOL;3,4673
CATANDUVA;2025-03;ETANOL;3,4385
CATANDUVA;2025-04;ETANOL;3,3589
CATANDUVA;2025-05;ETANOL;3,3222
CATANDUVA;2025-06;ETANOL;3,191
CATANDUVA;2025-07;ETANOL;3,1662
CATANDUVA;2025-08;ETANOL;3,243
CATANDUVA;2025-09;ETANOL;3,382
CATANDUVA;2025-10;ETANOL;3,3636
CATANDUVA;2025-11;ETANOL;3,4354
CATANDUVA;2025-12;ETANOL;3,582
CATANDUVA;2025-01;GASOLINA;5,3309
CATANDUVA;2025-02;GASOLINA;5,4669
CATANDUVA;2025-03;GASOLINA;5,4617
CATANDUVA;2025-04;GASOLINA;5,4355
CATANDUVA;2025-05;GASOLINA;5,402
CATANDUVA;2025-06;GASOLINA;5,3326
CATANDUVA;2025-07;GASOLINA;5,3265
CATANDUVA;2025-08;GASOLINA;5,3078
CATANDUVA;2025-09;GASOLINA;5,2751
CATANDUVA;2025-10;GASOLINA;5,2849
CATANDUVA;2025-11;GASOLINA;5,258
CATANDUVA;2025-12;GASOLINA;5,2861
CATANDUVA;2025-01;DIESEL S10;5,4908
CATANDUVA;2025-02;DIESEL S10;5,7263
CATANDUVA;2025-03;DIESEL S10;5,6709
CATANDUVA;2025-04;DIESEL S10;5,4089
CATANDUVA;2025-05;DIESEL S10;5,1808
CATANDUVA;2025-06;DIESEL S10;5,2223
CATANDUVA;2025-07;DIESEL S10;5,3348
CATANDUVA;2025-08;DIESEL S10;5,4372
CATANDUVA;2025-10;DIESEL S10;5,4146
CATANDUVA;2025-11;DIESEL S10;5,3295
CATANDUVA;2025-12;DIESEL S10;5,4132
COSMOPOLIS;2025-01;ETANOL;3,4479
COSMOPOLIS;2025-02;ETANOL;3,5514
COSMOPOLIS;2025-03;ETANOL;3,5017
COSMOPOLIS;2025-04;ETANOL;3,3978
COSMOPOLIS;2025-05;ETANOL;3,391
COSMOPOLIS;2025-06;ETANOL;3,256
COSMOPOLIS;2025-07;ETANOL;3,26
COSMOPOLIS;2025-08;ETANOL;3,3507
COSMOPOLIS;2025-09;ETANOL;3,4802
COSMOPOLIS;2025-10;ETANOL;3,437
COSMOPOLIS;2025-11;ETANOL;3,5425
COSMOPOLIS;2025-12;ETANOL;3,6642
COSMOPOLIS;2025-01;GASOLINA;5,2251
COSMOPOLIS;2025-02;GASOLINA;5,3561
COSMOPOLIS;2025-03;GASOLINA;5,3606
COSMOPOLIS;2025-04;GASOLINA;5,3002
COSMOPOLIS;2025-05;GASOLINA;5,2202
COSMOPOLIS;2025-06;GASOLINA;5,2414
COSMOPOLIS;2025-07;GASOLINA;5,2334
COSMOPOLIS;2025-08;GASOLINA;5,2093
COSMOPOLIS;2025-09;GASOLINA;5,2101
COSMOPOLIS;2025-10;GASOLINA;5,2095
COSMOPOLIS;2025-11;GASOLINA;5,2021
COSMOPOLIS;2025-12;GASOLINA;5,2239
COSMOPOLIS;2025-01;DIESEL S10;5,4203
COSMOPOLIS;2025-02;DIESEL S10;5,6299
COSMOPOLIS;2025-03;DIESEL S10;5,534
COSMOPOLIS;2025-04;DIESEL S10;5,2806
COSMOPOLIS;2025-05;DIESEL S10;5,0451
COSMOPOLIS;2025-06;DIESEL S10;5,1387
COSMOPOLIS;2025-07;DIESEL S10;5,2743
COSMOPOLIS;2025-08;DIESEL S10;5,3232
COSMOPOLIS;2025-09;DIESEL S10;5,2557
COSMOPOLIS;2025-10;DIESEL S10;5,2853
COSMOPOLIS;2025-11;DIESEL S10;5,3166
COSMOPOLIS;2025-12;DIESEL S10;5,255
COTIA;2025-01;ETANOL;3,5535
COTIA;2025-02;ETANOL;3,6865
COTIA;2025-03;ETANOL;3,6313
COTIA;2025-04;ETANOL;3,5274
COTIA;2025-05;ETANOL;3,5097
COTIA;2025-06;ETANOL;3,3686
COTIA;2025-07;ETANOL;3,3394
COTIA;2025-08;ETANOL;3,429
COTIA;2025-09;ETANOL;3,5674
COTIA;2025-10;ETANOL;3,5234
COTIA;2025-11;ETANOL;3,5922
COTIA;2025-12;ETANOL;3,7132
COTIA;2025-01;GASOLINA;5,3068
COTIA;2025-02;GASOLINA;5,4314
COTIA;2025-03;GASOLINA;5,3915
COTIA;2025-04;GASOLINA;5,3664
COTIA;2025-05;GASOLINA;5,3853
COTIA;2025-06;GASOLINA;5,2729
COTIA;2025-07;GASOLINA;5,2498
COTIA;2025-08;GASOLINA;5,245
COTIA;2025-09;GASOLINA;5,2713
COTIA;2025-10;GASOLINA;5,2295
COTIA;2025-11;GASOLINA;5,2087
COTIA;2025-12;GASOLINA;5,2488
COTIA;2025-01;DIESEL S10;5,5025
COTIA;2025-02;DIESEL S10;5,7366
COTIA;2025-03;DIESEL S10;5,6649
COTIA;2025-04;DIESEL S10;5,4277
COTIA;2025-05;DIESEL S10;5,2335
COTIA;2025-06;DIESEL S10;5,2404
COTIA;2025-07;DIESEL S10;5,3013
COTIA;2025-08;DIESEL S10;5,3913
COTIA;2025-09;DIESEL S10;5,356
COTIA;2025-10;DIESEL S10;5,3527
COTIA;2025-11;DIESEL S10;5,384
COTIA;2025-12;DIESEL S10;5,3913
CRUZEIRO;2025-01;ETANOL;3,5069
CRUZEIRO;2025-02;ETANOL;3,613
CRUZEIRO;2025-03;ETANOL;3,6018
CRUZEIRO;2025-04;ETANOL;3,5473
CRUZEIRO;2025-05;ETANOL;3,5015
CRUZEIRO;2025-06;ETANOL;3,478
CRUZEIRO;2025-07;ETANOL;3,3779
CRUZEIRO;2025-08;ETANOL;3,3924
CRUZEIRO;2025-09;ETANOL;3,4755
CRUZEIRO;2025-10;ETANOL;3,4974
CRUZEIRO;2025-11;ETANOL;3,5819
CRUZEIRO;2025-12;ETANOL;3,6933
CRUZEIRO;2025-01;GASOLINA;5,3481
CRUZEIRO;2025-02;GASOLINA;5,4835
CRUZEIRO;2025-03;GASOLINA;5,5002
CRUZEIRO;2025-04;GASOLINA;5,4815
CRUZEIRO;2025-05;GASOLINA;5,5064
CRUZEIRO;2025-06;GASOLINA;5,3535
CRUZEIRO;2025-07;GASOLINA;5,3093
CRUZEIRO;2025-08;GASOLINA;5,3016
CRUZEIRO;2025-09;GASOLINA;5,3412
CRUZEIRO;2025-10;GASOLINA;5,2877
CRUZEIRO;2025-11;GASOLINA;5,2571
CRUZEIRO;2025-12;GASOLINA;5,2916
CRUZEIRO;2025-01;DIESEL S10;5,5797
CRUZEIRO;2025-02;DIESEL S10;5,8311
CRUZEIRO;2025-03;DIESEL S10;5,7942
CRUZEIRO;2025-04;DIESEL S10;5,617
CRUZEIRO;2025-05;DIESEL S10;5,4057
CRUZEIRO;2025-06;DIESEL S10;5,3912
CRUZEIRO;2025-07;DIESEL S10;5,4212
CRUZEIRO;2025-08;DIESEL S10;5,4927
CRUZEIRO;2025-09;DIESEL S10;5,5011
CRUZEIRO;2025-10;DIESEL S10;5,4992
CRUZEIRO;2025-11;DIESEL S10;5,5234
CRUZEIRO;2025-12;DIESEL S10;5,5335
CUBATAO;2025-01;ETANOL;3,6302
CUBATAO;2025-02;ETANOL;3,748
CUBATAO;2025-03;ETANOL;3,7186
CUBATAO;2025-04;ETANOL;3,6455
CUBATAO;2025-05;ETANOL;3,5496
CUBATAO;2025-06;ETANOL;3,3301
CUBATAO;2025-07;ETANOL;3,2299
CUBATAO;2025-08;ETANOL;3,3909
CUBATAO;2025-09;ETANOL;3,5728
CUBATAO;2025-10;ETANOL;3,5593
CUBATAO;2025-11;ETANOL;3,6824
CUBATAO;2025-12;ETANOL;3,7784
CUBATAO;2025-01;GASOLINA;5,3686
CUBATAO;2025-02;GASOLINA;5,4993
CUBATAO;2025-03;GASOLINA;5,4702
CUBATAO;2025-04;GASOLINA;5,4425
CUBATAO;2025-05;GASOLINA;5,4477
CUBATAO;2025-06;GASOLINA;5,3384
CUBATAO;2025-07;GASOLINA;5,2399
CUBATAO;2025-08;GASOLINA;5,2261
CUBATAO;2025-09;GASOLINA;5,3057
CUBATAO;2025-10;GASOLINA;5,2714
CUBATAO;2025-11;GASOLINA;5,2782
CUBATAO;2025-12;GASOLINA;5,3177
CUBATAO;2025-01;DIESEL S10;5,4522
CUBATAO;2025-02;DIESEL S10;5,6781
CUBATAO;2025-03;DIESEL S10;5,6289
CUBATAO;2025-04;DIESEL S10;5,3235
CUBATAO;2025-05;DIESEL S10;5,209
CUBATAO;2025-06;DIESEL S10;5,1243
CUBATAO;2025-07;DIESEL S10;5,2455
CUBATAO;2025-08;DIESEL S10;5,3506
CUBATAO;2025-09;DIESEL S10;5,2528
CUBATAO;2025-10;DIESEL S10;5,288
CUBATAO;2025-11;DIESEL S10;5,2842
CUBATAO;2025-12;DIESEL S10;5,2836
DIADEMA;2025-01;ETANOL;3,5348
DIADEMA;2025-02;ETANOL;3,6308
DIADEMA;2025-03;ETANOL;3,5803
DIADEMA;2025-04;ETANOL;3,476
DIADEMA;2025-05;ETANOL;3,4587
DIADEMA;2025-06;ETANOL;3,3442
DIADEMA;2025-07;ETANOL;3,3325
DIADEMA;2025-08;ETANOL;3,4429
DIADEMA;2025-09;ETANOL;3,5674
DIADEMA;2025-10;ETANOL;3,5527
DIADEMA;2025-11;ETANOL;3,6346
DIADEMA;2025-12;ETANOL;3,7475
DIADEMA;2025-01;GASOLINA;5,3584
DIADEMA;2025-02;GASOLINA;5,478
DIADEMA;2025-03;GASOLINA;5,435
DIADEMA;2025-04;GASOLINA;5,3988
DIADEMA;2025-05;GASOLINA;5,3656
DIADEMA;2025-06;GASOLINA;5,2896
DIADEMA;2025-07;GASOLINA;5,2793
DIADEMA;2025-08;GASOLINA;5,2881
DIADEMA;2025-09;GASOLINA;5,2928
DIADEMA;2025-10;GASOLINA;5,285
DIADEMA;2025-11;GASOLINA;5,2703
DIADEMA;2025-12;GASOLINA;5,3087
DIADEMA;2025-01;DIESEL S10;5,5301
DIADEMA;2025-02;DIESEL S10;5,7528
DIADEMA;2025-03;DIESEL S10;5,6636
DIADEMA;2025-04;DIESEL S10;5,4075
DIADEMA;2025-05;DIESEL S10;5,1531
DIADEMA;2025-06;DIESEL S10;5,2246
DIADEMA;2025-07;DIESEL S10;5,3419
DIADEMA;2025-08;DIESEL S10;5,4313
DIADEMA;2025-09;DIESEL S10;5,3487
DIADEMA;2025-10;DIESEL S10;5,3613
DIADEMA;2025-11;DIESEL S10;5,4113
DIADEMA;2025-12;DIESEL S10;5,4241
DRACENA;2025-01;ETANOL;3,4568
DRACENA;2025-02;ETANOL;3,5323
DRACENA;2025-03;ETANOL;3,5228
DRACENA;2025-04;ETANOL;3,4211
DRACENA;2025-05;ETANOL;3,3609
DRACENA;2025-06;ETANOL;3,2274
DRACENA;2025-07;ETANOL;3,2204
DRACENA;2025-08;ETANOL;3,3127
DRACENA;2025-09;ETANOL;3,437
DRACENA;2025-10;ETANOL;3,412
DRACENA;2025-11;ETANOL;3,5046
DRACENA;2025-12;ETANOL;3,6368
DRACENA;2025-01;GASOLINA;5,5236
DRACENA;2025-02;GASOLINA;5,5636
DRACENA;2025-03;GASOLINA;5,5157
DRACENA;2025-04;GASOLINA;5,5279
DRACENA;2025-05;GASOLINA;5,4182
DRACENA;2025-06;GASOLINA;5,4007
DRACENA;2025-07;GASOLINA;5,3663
DRACENA;2025-08;GASOLINA;5,3548
DRACENA;2025-09;GASOLINA;5,3382
DRACENA;2025-10;GASOLINA;5,3725
DRACENA;2025-11;GASOLINA;5,3709
DRACENA;2025-12;GASOLINA;5,4016
DRACENA;2025-01;DIESEL S10;5,6389
DRACENA;2025-02;DIESEL S10;5,8366
DRACENA;2025-03;DIESEL S10;5,7158
DRACENA;2025-04;DIESEL S10;5,4418
DRACENA;2025-05;DIESEL S10;5,1173
DRACENA;2025-06;DIESEL S10;5,1524
DRACENA;2025-07;DIESEL S10;5,426
DRACENA;2025-08;DIESEL S10;5,5293
DRACENA;2025-09;DIESEL S10;5,4877
DRACENA;2025-10;DIESEL S10;5,4824
DRACENA;2025-11;DIESEL S10;5,5519
DRACENA;2025-12;DIESEL S10;5,5012
EMBU DAS ARTES;2025-01;ETANOL;3,5548
EMBU DAS ARTES;2025-02;ETANOL;3,7071
EMBU DAS ARTES;2025-03;ETANOL;3,6405
EMBU DAS ARTES;2025-04;ETANOL;3,5209
EMBU DAS ARTES;2025-05;ETANOL;3,5331
EMBU DAS ARTES;2025-06;ETANOL;3,3732
EMBU DAS ARTES;2025-07;ETANOL;3,3264
EMBU DAS ARTES;2025-08;ETANOL;3,4395
EMBU DAS ARTES;2025-09;ETANOL;3,5875
EMBU DAS ARTES;2025-10;ETANOL;3,5491
EMBU DAS ARTES;2025-11;ETANOL;3,6228
EMBU DAS ARTES;2025-12;ETANOL;3,7595
EMBU DAS ARTES;2025-01;GASOLINA;5,3378
EMBU DAS ARTES;2025-02;GASOLINA;5,4468
EMBU DAS ARTES;2025-03;GASOLINA;5,4558
EMBU DAS ARTES;2025-04;GASOLINA;5,3775
EMBU DAS ARTES;2025-05;GASOLINA;5,4376
EMBU DAS ARTES;2025-06;GASOLINA;5,3173
EMBU DAS ARTES;2025-07;GASOLINA;5,2854
EMBU DAS ARTES;2025-08;GASOLINA;5,2937
EMBU DAS ARTES;2025-09;GASOLINA;5,3327
EMBU DAS ARTES;2025-10;GASOLINA;5,2983
EMBU DAS ARTES;2025-11;GASOLINA;5,2709
EMBU DAS ARTES;2025-12;GASOLINA;5,3153
EMBU DAS ARTES;2025-01;DIESEL S10;5,5488
EMBU DAS ARTES;2025-02;DIESEL S10;5,8013
EMBU DAS ARTES;2025-03;DIESEL S10;5,7502
EMBU DAS ARTES;2025-04;DIESEL S10;5,5203
EMBU DAS ARTES;2025-05;DIESEL S10;5,3499
EMBU DAS ARTES;2025-06;DIESEL S10;5,3239
EMBU DAS ARTES;2025-07;DIESEL S10;5,3506
EMBU DAS ARTES;2025-08;DIESEL S10;5,3981
EMBU DAS ARTES;2025-09;DIESEL S10;5,3537
EMBU DAS ARTES;2025-10;DIESEL S10;5,3563
EMBU DAS ARTES;2025-11;DIESEL S10;5,3904
EMBU DAS ARTES;2025-12;DIESEL S10;5,4151
FRANCA;2025-01;ETANOL;3,3872
FRANCA;2025-02;ETANOL;3,4684
FRANCA;2025-03;ETANOL;3,4197
FRANCA;2025-04;ETANOL;3,3079
FRANCA;2025-05;ETANOL;3,3019
FRANCA;2025-06;ETANOL;3,1747
FRANCA;2025-07;ETANOL;3,2016
FRANCA;2025-08;ETANOL;3,3228
FRANCA;2025-09;ETANOL;3,4459
FRANCA;2025-10;ETANOL;3,4093
FRANCA;2025-11;ETANOL;3,4942
FRANCA;2025-12;ETANOL;3,6074
FRANCA;2025-01;GASOLINA;5,2528
FRANCA;2025-02;GASOLINA;5,3787
FRANCA;2025-03;GASOLINA;5,3584
FRANCA;2025-04;GASOLINA;5,3373
FRANCA;2025-05;GASOLINA;5,3047
FRANCA;2025-06;GASOLINA;5,2559
FRANCA;2025-07;GASOLINA;5,232
FRANCA;2025-08;GASOLINA;5,2057
FRANCA;2025-09;GASOLINA;5,1789
FRANCA;2025-10;GASOLINA;5,2215
FRANCA;2025-11;GASOLINA;5,1969
FRANCA;2025-12;GASOLINA;5,224
FRANCA;2025-01;DIESEL S10;5,4363
FRANCA;2025-02;DIESEL S10;5,6601
FRANCA;2025-03;DIESEL S10;5,5913
FRANCA;2025-04;DIESEL S10;5,325
FRANCA;2025-05;DIESEL S10;5,111
FRANCA;2025-06;DIESEL S10;5,1617
FRANCA;2025-07;DIESEL S10;5,2735
FRANCA;2025-08;DIESEL S10;5,3739
FRANCA;2025-09;DIESEL S10;5,3196
FRANCA;2025-10;DIESEL S10;5,3326
FRANCA;2025-11;DIESEL S10;5,3724
FRANCA;2025-12;DIESEL S10;5,3238
GARCA;2025-01;ETANOL;3,3049
GARCA;2025-02;ETANOL;3,3996
GARCA;2025-03;ETANOL;3,3602
GARCA;2025-04;ETANOL;3,269
GARCA;2025-05;ETANOL;3,2565
GARCA;2025-06;ETANOL;3,1048
GARCA;2025-07;ETANOL;3,0993
GARCA;2025-08;ETANOL;3,2239
GARCA;2025-09;ETANOL;3,3429
GARCA;2025-10;ETANOL;3,3176
GARCA;2025-11;ETANOL;3,4127
GARCA;2025-12;ETANOL;3,5616
GARCA;2025-01;GASOLINA;5,3532
GARCA;2025-02;GASOLINA;5,4132
GARCA;2025-03;GASOLINA;5,3418
GARCA;2025-04;GASOLINA;5,301
GARCA;2025-05;GASOLINA;5,2544
GARCA;2025-06;GASOLINA;5,2327
GARCA;2025-07;GASOLINA;5,2226
GARCA;2025-08;GASOLINA;5,2064
GARCA;2025-09;GASOLINA;5,1255
GARCA;2025-10;GASOLINA;5,2388
GARCA;2025-11;GASOLINA;5,2188
GARCA;2025-12;GASOLINA;5,2761
GARCA;2025-01;DIESEL S10;5,5354
GARCA;2025-02;DIESEL S10;5,7395
GARCA;2025-03;DIESEL S10;5,623
GARCA;2025-04;DIESEL S10;5,3652
GARCA;2025-05;DIESEL S10;5,1889
GARCA;2025-06;DIESEL S10;5,1817
GARCA;2025-07;DIESEL S10;5,2927
GARCA;2025-08;DIESEL S10;5,4417
GARCA;2025-09;DIESEL S10;5,3106
GARCA;2025-10;DIESEL S10;5,4086
GARCA;2025-11;DIESEL S10;5,4519
GARCA;2025-12;DIESEL S10;5,4217
GUARATINGUETA;2025-01;ETANOL;3,481
GUARATINGUETA;2025-02;ETANOL;3,5787
GUARATINGUETA;2025-03;ETANOL;3,532
GUARATINGUETA;2025-04;ETANOL;3,4224
GUARATINGUETA;2025-05;ETANOL;3,4229
GUARATINGUETA;2025-06;ETANOL;3,3052
GUARATINGUETA;2025-07;ETANOL;3,2766
GUARATINGUETA;2025-08;ETANOL;3,3725
GUARATINGUETA;2025-09;ETANOL;3,5041
GUARATINGUETA;2025-10;ETANOL;3,4859
GUARATINGUETA;2025-11;ETANOL;3,576
GUARATINGUETA;2025-12;ETANOL;3,7101
GUARATINGUETA;2025-01;GASOLINA;5,2477
GUARATINGUETA;2025-02;GASOLINA;5,3628
GUARATINGUETA;2025-03;GASOLINA;5,3439
GUARATINGUETA;2025-04;GASOLINA;5,3059
GUARATINGUETA;2025-05;GASOLINA;5,2982
GUARATINGUETA;2025-06;GASOLINA;5,2098
GUARATINGUETA;2025-07;GASOLINA;5,2093
GUARATINGUETA;2025-08;GASOLINA;5,2126
GUARATINGUETA;2025-09;GASOLINA;5,2193
GUARATINGUETA;2025-10;GASOLINA;5,2304
GUARATINGUETA;2025-11;GASOLINA;5,2106
GUARATINGUETA;2025-12;GASOLINA;5,2515
GUARATINGUETA;2025-01;DIESEL S10;5,4228
GUARATINGUETA;2025-02;DIESEL S10;5,6574
GUARATINGUETA;2025-03;DIESEL S10;5,5936
GUARATINGUETA;2025-04;DIESEL S10;5,313
GUARATINGUETA;2025-05;DIESEL S10;5,1134
GUARATINGUETA;2025-06;DIESEL S10;5,1789
GUARATINGUETA;2025-07;DIESEL S10;5,2481
GUARATINGUETA;2025-08;DIESEL S10;5,3379
GUARATINGUETA;2025-09;DIESEL S10;5,2884
GUARATINGUETA;2025-10;DIESEL S10;5,3235
GUARATINGUETA;2025-11;DIESEL S10;5,3479
GUARATINGUETA;2025-12;DIESEL S10;5,3175
GUARUJA;2025-01;ETANOL;3,4948
GUARUJA;2025-02;ETANOL;3,6043
GUARUJA;2025-03;ETANOL;3,603
GUARUJA;2025-04;ETANOL;3,503
GUARUJA;2025-05;ETANOL;3,437
GUARUJA;2025-06;ETANOL;3,3135
GUARUJA;2025-07;ETANOL;3,3087
GUARUJA;2025-08;ETANOL;3,4276
GUARUJA;2025-09;ETANOL;3,5391
GUARUJA;2025-10;ETANOL;3,5263
GUARUJA;2025-11;ETANOL;3,6087
GUARUJA;2025-12;ETANOL;3,7533
GUARUJA;2025-01;GASOLINA;5,3232
GUARUJA;2025-02;GASOLINA;5,459
GUARUJA;2025-03;GASOLINA;5,4235
GUARUJA;2025-04;GASOLINA;5,3935
GUARUJA;2025-05;GASOLINA;5,3995
GUARUJA;2025-06;GASOLINA;5,2839
GUARUJA;2025-07;GASOLINA;5,2683
GUARUJA;2025-08;GASOLINA;5,2741
GUARUJA;2025-09;GASOLINA;5,2885
GUARUJA;2025-10;GASOLINA;5,2775
GUARUJA;2025-11;GASOLINA;5,2707
GUARUJA;2025-12;GASOLINA;5,3189
GUARUJA;2025-01;DIESEL S10;5,4876
GUARUJA;2025-02;DIESEL S10;5,7377
GUARUJA;2025-03;DIESEL S10;5,6644
GUARUJA;2025-04;DIESEL S10;5,4982
GUARUJA;2025-05;DIESEL S10;5,368
GUARUJA;2025-06;DIESEL S10;5,2901
GUARUJA;2025-07;DIESEL S10;5,3053
GUARUJA;2025-08;DIESEL S10;5,3629
GUARUJA;2025-09;DIESEL S10;5,3399
GUARUJA;2025-10;DIESEL S10;5,3686
GUARUJA;2025-11;DIESEL S10;5,3958
GUARUJA;2025-12;DIESEL S10;5,4455
GUARULHOS;2025-01;ETANOL;3,5121
GUARULHOS;2025-02;ETANOL;3,6154
GUARULHOS;2025-03;ETANOL;3,5385
GUARULHOS;2025-04;ETANOL;3,4174
GUARULHOS;2025-05;ETANOL;3,4285
GUARULHOS;2025-06;ETANOL;3,2969
GUARULHOS;2025-07;ETANOL;3,2872
GUARULHOS;2025-08;ETANOL;3,3954
GUARULHOS;2025-09;ETANOL;3,5515
GUARULHOS;2025-10;ETANOL;3,496
GUARULHOS;2025-11;ETANOL;3,5806
GUARULHOS;2025-12;ETANOL;3,701
GUARULHOS;2025-01;GASOLINA;5,3101
GUARULHOS;2025-02;GASOLINA;5,4355
GUARULHOS;2025-03;GASOLINA;5,4021
GUARULHOS;2025-04;GASOLINA;5,3638
GUARULHOS;2025-05;GASOLINA;5,3451
GUARULHOS;2025-06;GASOLINA;5,2533
GUARULHOS;2025-07;GASOLINA;5,2569
GUARULHOS;2025-08;GASOLINA;5,2551
GUARULHOS;2025-09;GASOLINA;5,2642
GUARULHOS;2025-10;GASOLINA;5,2677
GUARULHOS;2025-11;GASOLINA;5,2465
GUARULHOS;2025-12;GASOLINA;5,2751
GUARULHOS;2025-01;DIESEL S10;5,4995
GUARULHOS;2025-02;DIESEL S10;5,7535
GUARULHOS;2025-03;DIESEL S10;5,6738
GUARULHOS;2025-04;DIESEL S10;5,4209
GUARULHOS;2025-05;DIESEL S10;5,2408
GUARULHOS;2025-06;DIESEL S10;5,2453
GUARULHOS;2025-07;DIESEL S10;5,3003
GUARULHOS;2025-08;DIESEL S10;5,4026
GUARULHOS;2025-09;DIESEL S10;5,3595
GUARULHOS;2025-10;DIESEL S10;5,3746
GUARULHOS;2025-11;DIESEL S10;5,3892
GUARULHOS;2025-12;DIESEL S10;5,4044
HORTOLANDIA;2025-01;ETANOL;3,5004
HORTOLANDIA;2025-02;ETANOL;3,6036
HORTOLANDIA;2025-03;ETANOL;3,5641
HORTOLANDIA;2025-04;ETANOL;3,463
HORTOLANDIA;2025-05;ETANOL;3,422
HORTOLANDIA;2025-06;ETANOL;3,3078
HORTOLANDIA;2025-07;ETANOL;3,2843
HORTOLANDIA;2025-08;ETANOL;3,3984
HORTOLANDIA;2025-09;ETANOL;3,509
HORTOLANDIA;2025-10;ETANOL;3,4843
HORTOLANDIA;2025-11;ETANOL;3,5749
HORTOLANDIA;2025-12;ETANOL;3,692
HORTOLANDIA;2025-01;GASOLINA;5,3864
HORTOLANDIA;2025-02;GASOLINA;5,4843
HORTOLANDIA;2025-03;GASOLINA;5,4298
